account_id,client_id,region,product,collateral_value,loan_amount,margin_requirement_pct,required_collateral,eligible_collateral,exposure,margin_deficit,margin_call_amount,call_date,due_date,status,days_to_due,risk_band
ACC10681,CL1141,Hong Kong,ETF,401754.65,235188.44,0.6,586504.84,661938.43,0.0,0.0,0.0,2026-07-01,2026-07-03,Met,-45,Low
ACC10682,CL1142,US,ETF,107862.57,61889.37,0.55,137226.98,148524.26,0.0,0.0,0.0,2026-07-28,2026-07-29,Met,-19,Low
ACC10683,CL1143,US,ETF,293154.87,141084.64,0.55,312826.25,241923.42,0.0,70902.83,70902.83,2026-07-23,2026-07-24,Met,-24,High
ACC10684,CL1144,Hong Kong,Fixed Income,474318.2,322285.11,0.65,918191.2,959658.02,0.0,0.0,0.0,2026-06-23,2026-06-25,Met,-53,Low
ACC10685,CL1145,Singapore,Equity,498765.98,407175.96,0.5,812726.47,952931.57,0.0,0.0,0.0,2026-06-28,2026-06-29,Met,-49,Low
ACC10686,CL1146,UK,Equity,204688.31,154205.19,0.6,384551.6,400422.14,0.0,0.0,0.0,2026-06-16,2026-06-18,Met,-60,Low
ACC10687,CL1147,UK,Equity,1143130.24,898998.58,0.55,1993344.97,1725854.87,0.0,267490.1,267490.1,2026-07-07,2026-07-09,Met,-39,Critical
ACC10688,CL1148,US,Fixed Income,231045.25,113344.93,0.7,376561.23,357842.24,0.0,18718.99,18718.99,2026-06-21,2026-06-22,Met,-56,Medium
ACC10689,CL1149,Hong Kong,Equity,915378.48,847407.38,0.6,2113235.36,2161549.25,0.0,0.0,0.0,2026-06-17,2026-06-20,Met,-58,Low
ACC10690,CL1150,US,Fixed Income,609500.94,529806.2,0.55,1174736.59,1122208.48,0.0,52528.11,52528.11,2026-07-07,2026-07-08,Overdue,-40,High
ACC10691,CL1151,US,Multi-Asset,272482.46,232303.6,0.6,579310.72,440262.52,0.0,139048.2,139048.2,2026-06-19,2026-06-20,Met,-58,Critical
ACC10692,CL1152,UK,Equity,1675267.09,1443229.03,0.65,4111763.62,3519801.33,0.0,591962.29,591962.29,2026-06-30,2026-07-02,Met,-46,Critical
ACC10693,CL1153,UK,Fixed Income,180732.33,165615.02,0.7,550216.01,605896.78,0.0,0.0,0.0,2026-07-15,2026-07-16,Met,-32,Low
ACC10694,CL1154,US,Equity,881487.09,636545.61,0.55,1411409.33,1595893.26,0.0,0.0,0.0,2026-06-18,2026-06-20,Met,-58,Low
ACC10695,CL1155,US,Multi-Asset,936998.29,515481.18,0.7,1712562.06,1316360.86,0.0,396201.2,396201.2,2026-08-01,2026-08-03,Open,-14,Critical
ACC10696,CL1156,UK,Equity,267542.8,202902.27,0.7,674093.92,792864.8,0.0,0.0,0.0,2026-07-06,2026-07-09,Met,-39,Low
ACC10697,CL1157,US,Fixed Income,1257138.89,1032665.11,0.7,3430781.1,2965605.98,0.0,465175.12,465175.12,2026-07-22,2026-07-23,Met,-25,Critical
ACC10698,CL1158,UK,Fixed Income,366760.79,300361.94,0.65,855732.02,882393.95,0.0,0.0,0.0,2026-06-19,2026-06-20,Met,-58,Low
ACC10699,CL1159,US,Multi-Asset,549366.03,390447.9,0.65,1112387.18,1196831.35,0.0,0.0,0.0,2026-07-14,2026-07-16,Met,-32,Low
ACC10700,CL1160,UK,Fixed Income,537799.65,260418.38,0.6,649422.39,718243.71,0.0,0.0,0.0,2026-06-07,2026-06-08,Met,-70,Low
ACC10701,CL1161,UK,ETF,400019.45,254234.95,0.65,724316.1,849532.14,0.0,0.0,0.0,2026-07-14,2026-07-15,Met,-33,Low
ACC10702,CL1162,US,ETF,812690.97,739860.29,0.6,1845038.13,1580200.94,0.0,264837.19,264837.19,2026-08-07,2026-08-08,Met,-9,Critical
ACC10703,CL1163,US,Multi-Asset,802202.65,595414.42,0.65,1696337.38,1915594.46,0.0,0.0,0.0,2026-07-04,2026-07-05,Met,-43,Low
ACC10704,CL1164,US,ETF,119205.12,85728.27,0.6,213786.21,163726.77,0.0,50059.44,50059.44,2026-08-05,2026-08-06,Overdue,-11,High
ACC10705,CL1165,US,Equity,1176736.14,687716.09,0.65,1959305.1,2062208.69,0.0,0.0,0.0,2026-08-08,2026-08-10,Met,-7,Low
ACC10706,CL1166,Singapore,Multi-Asset,127151.05,80642.31,0.65,229750.17,246059.87,0.0,0.0,0.0,2026-07-25,2026-07-27,Met,-21,Low
ACC10707,CL1167,US,Fixed Income,959732.28,861525.8,0.55,1910256.76,1984492.43,0.0,0.0,0.0,2026-06-10,2026-06-11,Met,-67,Low
ACC10708,CL1168,Hong Kong,Fixed Income,1029958.28,806695.79,0.65,2298278.6,1898739.8,0.0,399538.8,399538.8,2026-07-12,2026-07-13,Overdue,-35,Critical
ACC10709,CL1169,US,Equity,195199.07,164688.19,0.6,410693.74,466762.3,0.0,0.0,0.0,2026-07-11,2026-07-12,Met,-36,Low
ACC10710,CL1170,Hong Kong,Fixed Income,325100.38,220149.11,0.65,627205.44,491998.28,0.0,135207.16,135207.16,2026-08-08,2026-08-10,Disputed,-7,Critical
ACC10711,CL1171,Hong Kong,Equity,193053.28,147709.62,0.6,368353.17,267725.49,0.0,100627.68,100627.68,2026-06-10,2026-06-11,Overdue,-67,Critical
ACC10712,CL1172,UK,Fixed Income,376551.17,216212.6,0.6,539183.54,570851.13,0.0,0.0,0.0,2026-06-10,2026-06-12,Met,-66,Low
ACC10713,CL1173,UK,Equity,351151.94,281880.34,0.7,936479.53,878172.31,0.0,58307.22,58307.22,2026-07-30,2026-07-31,Open,-17,High
ACC10714,CL1174,UK,Fixed Income,793925.89,527008.54,0.55,1168533.35,1314073.02,0.0,0.0,0.0,2026-07-21,2026-07-23,Met,-25,Low
ACC10715,CL1175,US,Multi-Asset,1182015.46,793454.78,0.65,2260554.93,2015733.6,0.0,244821.33,244821.33,2026-06-21,2026-06-22,Met,-56,Critical
ACC10716,CL1176,Singapore,Equity,1260177.14,976210.29,0.6,2434439.63,1908939.77,0.0,525499.86,525499.86,2026-06-08,2026-06-10,Overdue,-68,Critical
ACC10717,CL1177,Hong Kong,Multi-Asset,290214.03,266457.2,0.6,664481.8,743037.57,0.0,0.0,0.0,2026-08-04,2026-08-05,Met,-12,Low
ACC10718,CL1178,Singapore,Equity,378164.13,182276.31,0.55,404160.33,393835.98,0.0,10324.35,10324.35,2026-06-30,2026-07-02,Overdue,-46,Medium
ACC10719,CL1179,US,Multi-Asset,125169.16,107942.33,0.6,269182.87,213892.14,0.0,55290.73,55290.73,2026-07-19,2026-07-20,Overdue,-28,High
ACC10720,CL1180,Hong Kong,Fixed Income,241735.02,144120.38,0.6,359402.44,381035.59,0.0,0.0,0.0,2026-06-09,2026-06-11,Met,-67,Low
ACC10721,CL1001,Singapore,ETF,912222.06,612976.49,0.5,1223505.97,1169129.47,0.0,54376.5,54376.5,2026-06-17,2026-06-19,Open,-59,High
ACC10722,CL1002,US,Fixed Income,1486131.69,685042.31,0.55,1518940.82,1522216.4,0.0,0.0,0.0,2026-08-08,2026-08-09,Met,-8,Low
ACC10723,CL1003,US,Multi-Asset,175297.24,105270.03,0.5,210119.82,195505.81,0.0,14614.01,14614.01,2026-07-28,2026-07-30,Met,-18,Medium
ACC10724,CL1004,Hong Kong,Equity,283694.09,198959.1,0.7,660993.69,736581.29,0.0,0.0,0.0,2026-07-27,2026-07-29,Met,-19,Low
ACC10725,CL1005,UK,Equity,433737.89,207364.9,0.7,688919.93,767995.1,0.0,0.0,0.0,2026-08-01,2026-08-02,Met,-15,Low
ACC10726,CL1006,Singapore,Fixed Income,545861.67,379672.92,0.6,946815.26,998600.76,0.0,0.0,0.0,2026-07-22,2026-07-23,Met,-25,Low
ACC10727,CL1007,US,Fixed Income,241059.09,220220.81,0.65,627409.72,472251.73,0.0,155157.99,155157.99,2026-07-31,2026-08-01,Overdue,-16,Critical
ACC10728,CL1008,Hong Kong,Fixed Income,608070.3,305674.88,0.6,762281.5,853318.44,0.0,0.0,0.0,2026-07-10,2026-07-12,Met,-36,Low
ACC10729,CL1009,US,Fixed Income,310090.82,258063.9,0.65,735224.79,761330.04,0.0,0.0,0.0,2026-07-08,2026-07-10,Met,-38,Low
ACC10730,CL1010,US,Equity,437643.88,286584.76,0.65,816480.8,856089.98,0.0,0.0,0.0,2026-07-13,2026-07-14,Met,-34,Low
ACC10731,CL1011,US,Fixed Income,666445.19,518219.02,0.7,1721657.87,1517626.64,0.0,204031.23,204031.23,2026-08-02,2026-08-03,Overdue,-14,Critical
ACC10732,CL1012,Hong Kong,Equity,444549.51,257891.31,0.6,643120.47,732925.67,0.0,0.0,0.0,2026-06-19,2026-06-21,Met,-57,Low
ACC10733,CL1013,Hong Kong,ETF,318924.79,168949.17,0.65,481336.67,511509.64,0.0,0.0,0.0,2026-07-20,2026-07-23,Met,-25,Low
ACC10734,CL1014,UK,Equity,407498.55,216068.49,0.55,479087.56,362331.64,0.0,116755.92,116755.92,2026-07-03,2026-07-04,Disputed,-44,Critical
ACC10735,CL1015,US,Equity,414044.1,200913.23,0.7,667485.81,603333.09,0.0,64152.72,64152.72,2026-06-13,2026-06-16,Met,-62,High
ACC10736,CL1016,Singapore,Equity,335203.04,181956.04,0.5,363185.71,415190.34,0.0,0.0,0.0,2026-08-01,2026-08-02,Met,-15,Low
ACC10737,CL1017,UK,Equity,364361.93,284971.0,0.6,710650.87,514225.8,0.0,196425.07,196425.07,2026-07-13,2026-07-14,Met,-34,Critical
ACC10738,CL1018,Hong Kong,Fixed Income,1467374.6,1307203.77,0.65,3724227.26,4397226.07,0.0,0.0,0.0,2026-07-19,2026-07-21,Met,-27,Low
ACC10739,CL1019,UK,Equity,673800.66,577489.51,0.65,1645269.26,1710391.13,0.0,0.0,0.0,2026-07-06,2026-07-07,Met,-41,Low
ACC10740,CL1020,US,Equity,354473.82,280944.31,0.55,622936.39,632709.01,0.0,0.0,0.0,2026-06-10,2026-06-11,Met,-67,Low
ACC10741,CL1021,UK,Equity,746175.27,376979.63,0.7,1252424.02,1046124.27,0.0,206299.75,206299.75,2026-06-06,2026-06-07,Met,-71,Critical
ACC10742,CL1022,US,Equity,344426.29,204793.71,0.55,454088.05,374348.32,0.0,79739.73,79739.73,2026-07-27,2026-07-29,Overdue,-19,High
ACC10743,CL1023,Hong Kong,Equity,1066447.38,645097.69,0.65,1837885.16,2152217.02,0.0,0.0,0.0,2026-06-01,2026-06-03,Met,-75,Low
ACC10744,CL1024,UK,Equity,583752.08,335644.88,0.55,744223.68,631947.29,0.0,112276.39,112276.39,2026-08-10,2026-08-11,Met,-6,Critical
ACC10745,CL1025,US,ETF,408204.43,288805.79,0.55,640367.61,696561.56,0.0,0.0,0.0,2026-07-28,2026-07-29,Met,-19,Low
ACC10746,CL1026,Singapore,Fixed Income,618954.9,444271.53,0.6,1107909.05,993307.93,0.0,114601.12,114601.12,2026-06-21,2026-06-22,Met,-56,Critical
ACC10747,CL1027,UK,ETF,136194.99,85590.79,0.6,213443.37,164271.79,0.0,49171.58,49171.58,2026-07-26,2026-07-28,Disputed,-20,High
ACC10748,CL1028,UK,ETF,190027.56,119127.25,0.55,264140.24,186313.34,0.0,77826.9,77826.9,2026-06-20,2026-06-21,Met,-57,High
ACC10749,CL1029,Singapore,Equity,180693.27,156169.18,0.55,346273.13,336622.04,0.0,9651.09,9651.09,2026-07-24,2026-07-26,Overdue,-22,Medium
ACC10750,CL1030,UK,Multi-Asset,492479.11,415970.72,0.6,1037333.47,1232237.44,0.0,0.0,0.0,2026-06-25,2026-06-26,Met,-52,Low
